personId,legMode,planIndex,planElementIndex,planElementType,activityType,activityEndTime,primaryPurpose,householdId,activityLocationX,activityLocationY
9580,,0,1,activity,Home,9.745,work,2309,415911.3173928263,4596867.85127973
9580,hov2_teleportation,0,2,leg,,,work,2309,,
9580,,0,3,activity,othdiscr,10.309,work,2309,415878.0253935163,4596147.098800303
9580,hov2,0,4,leg,,,work,2309,,
9580,,0,5,activity,work,10.393,atwork,2309,416685.4397597311,4572643.595807977
9580,walk,0,6,leg,,,atwork,2309,,
9580,,0,7,activity,atwork,13.572,atwork,2309,417356.5745386094,4572545.142426399
9580,walk,0,8,leg,,,atwork,2309,,
9580,,0,9,activity,work,18.326,work,2309,417637.2546466576,4572462.45627751
9580,hov2,0,10,leg,,,work,2309,,
9580,,0,11,activity,othmaint,18.401,work,2309,413679.0423725536,4592644.909997129
9580,hov2,0,12,leg,,,work,2309,,
9580,,0,13,activity,home,,work,2309,415911.3173928263,4596867.85127973
9581,,0,1,activity,Home,8.726,work,2309,415754.238172267,4596949.449351035
9581,bike,0,2,leg,,,work,2309,,
9581,,0,3,activity,work,18.743,work,2309,414138.67320896854,4594770.557272362
9581,bike,0,4,leg,,,work,2309,,
9581,,0,5,activity,home,,work,2309,415754.238172267,4596949.449351035
19530,,0,1,activity,Home,7.838,work,5122,415055.1483157869,4594472.823629292
19530,walk,0,2,leg,,,work,5122,,
19530,,0,3,activity,work,12.247,atwork,5122,414318.6558484677,4593257.064501711
19530,walk,0,4,leg,,,atwork,5122,,
19530,,0,5,activity,atwork,14.308,atwork,5122,414069.11091212457,4593951.638853193
19530,walk,0,6,leg,,,atwork,5122,,
19530,,0,7,activity,work,20.101,work,5122,414159.3376460855,4593160.621513998
19530,walk,0,8,leg,,,work,5122,,
19530,,0,9,activity,home,,work,5122,415055.1483157869,4594472.823629292
20430,,0,1,activity,Home,7.506,escort,5352,414054.70926951966,4593957.907107804
20430,ride_hail,0,2,leg,,,escort,5352,,
20430,,0,3,activity,escort,11.06,escort,5352,414141.8954079438,4593392.562777568
20430,ride_hail,0,4,leg,,,escort,5352,,
20430,,0,5,activity,home,,escort,5352,414054.70926951966,4593957.907107804
20431,,0,1,activity,Home,8.128,escort,5352,413700.9479205019,4593924.544561733
20431,hov3,0,2,leg,,,escort,5352,,
20431,,0,3,activity,escort,8.891,escort,5352,414003.5965399367,4597843.918642815
20431,hov3_teleportation,0,4,leg,,,escort,5352,,
20431,,0,5,activity,home,,escort,5352,413700.9479205019,4593924.544561733
20432,,0,1,activity,Home,5.966,work,5352,414266.4320470525,4594145.010196944
20432,drive_transit,0,2,leg,,,work,5352,,
20432,,0,3,activity,work,17.768,work,5352,418744.31895231386,4561498.234141238
20432,drive_transit,0,4,leg,,,work,5352,,
20432,,0,5,activity,home,,work,5352,414266.4320470525,4594145.010196944
20434,,0,1,activity,Home,12.222,school,5352,413649.92605018977,4594253.469612487
20434,car,0,2,leg,,,school,5352,,
20434,,0,3,activity,school,15.787,school,5352,414186.25007811835,4595108.3152059
20434,car,0,4,leg,,,school,5352,,
20434,,0,5,activity,home,,school,5352,413649.92605018977,4594253.469612487
20435,,0,1,activity,Home,7.514,school,5352,413193.50138580496,4593656.375084788
20435,hov2,0,2,leg,,,school,5352,,
20435,,0,3,activity,school,15.469,school,5352,413615.0347124437,4591049.84083102
20435,hov3_teleportation,0,4,leg,,,school,5352,,
20435,,0,5,activity,home,,school,5352,413193.50138580496,4593656.375084788
20436,,0,1,activity,Home,7.513,school,5352,413872.1374627347,4593906.041684249
20436,hov3,0,2,leg,,,school,5352,,
20436,,0,3,activity,school,14.354,school,5352,414948.8050309347,4595791.108857158
20436,hov3_teleportation,0,4,leg,,,school,5352,,
20436,,0,5,activity,home,,school,5352,413872.1374627347,4593906.041684249
20437,,0,1,activity,Home,12.016,shopping,5352,414384.8299571839,4593943.370665703
20437,hov2,0,2,leg,,,shopping,5352,,
20437,,0,3,activity,shopping,14.869,shopping,5352,414820.3784309112,4594788.219206866
20437,hov2,0,4,leg,,,shopping,5352,,
20437,,0,5,activity,home,,shopping,5352,414384.8299571839,4593943.370665703
20438,,0,1,activity,Home,8.385,school,5352,413148.5771373472,4593695.783763487
20438,hov2_teleportation,0,2,leg,,,school,5352,,
20438,,0,3,activity,school,15.494,school,5352,416007.19401488366,4596003.30000616
20438,hov2,0,4,leg,,,school,5352,,
20438,,0,5,activity,home,,school,5352,413148.5771373472,4593695.783763487
21024,,0,1,activity,Home,12.698,othmaint,5536,413434.1707073829,4594220.9692224655
21024,car,0,2,leg,,,othmaint,5536,,
21024,,0,3,activity,othmaint,16.679,othmaint,5536,415207.5240031427,4597628.768330944
21024,ride_hail,0,4,leg,,,othmaint,5536,,
21024,,0,5,activity,home,,othmaint,5536,413434.1707073829,4594220.9692224655
21025,,0,1,activity,Home,12.48,shopping,5536,414394.6465832016,4593913.095581596
21025,walk,0,2,leg,,,shopping,5536,,
21025,,0,3,activity,shopping,14.095,shopping,5536,414354.4745654936,4593337.449108227
21025,car,0,4,leg,,,shopping,5536,,
21025,,0,5,activity,home,15.594,escort,5536,413957.85472626623,4594346.585189992
21025,walk_transit,0,6,leg,,,escort,5536,,
21025,,0,7,activity,escort,15.783,escort,5536,415634.28681771155,4596049.3706859555
21025,walk_transit,0,8,leg,,,escort,5536,,
21025,,0,9,activity,home,,escort,5536,414394.6465832016,4593913.095581596
21026,,0,1,activity,Home,6.175,work,5536,414005.85266225773,4593321.048758142
21026,car,0,2,leg,,,work,5536,,
21026,,0,3,activity,work,17.319,work,5536,423771.31622905977,4493470.389117063
21026,car,0,4,leg,,,work,5536,,
21026,,0,5,activity,home,,work,5536,414005.85266225773,4593321.048758142
24217,,0,1,activity,Home,14.304,escort,6357,415494.72193270526,4595169.38713443
24217,hov2_teleportation,0,2,leg,,,escort,6357,,
24217,,0,3,activity,escort,15.496,escort,6357,415820.0736138156,4593969.852128423
24217,hov3_teleportation,0,4,leg,,,escort,6357,,
24217,,0,5,activity,home,,escort,6357,415494.72193270526,4595169.38713443
24218,,0,1,activity,Home,11.612,shopping,6357,415554.72482035775,4595089.030886851
24218,car,0,2,leg,,,shopping,6357,,
24218,,0,3,activity,social,14.798,shopping,6357,414835.3217103557,4592843.017441873
24218,car,0,4,leg,,,shopping,6357,,
24218,,0,5,activity,shopping,15.427,shopping,6357,414547.6380058082,4593744.967167547
24218,car,0,6,leg,,,shopping,6357,,
24218,,0,7,activity,shopping,15.894,shopping,6357,415030.97211735,4594617.548560192
24218,walk,0,8,leg,,,shopping,6357,,
24218,,0,9,activity,home,,shopping,6357,415554.72482035775,4595089.030886851
41564,,0,1,activity,Home,12.705,work,10849,424332.4737194264,4546133.525429356
41564,car,0,2,leg,,,work,10849,,
41564,,0,3,activity,work,20.196,work,10849,418502.261664276,4563297.641243361
41564,car,0,4,leg,,,work,10849,,
41564,,0,5,activity,home,,work,10849,424332.4737194264,4546133.525429356
41565,,0,1,activity,Home,7.449,work,10849,424317.4196768569,4545721.931227802
41565,car,0,2,leg,,,work,10849,,
41565,,0,3,activity,work,11.316,work,10849,416366.477811076,4567464.270652348
41565,car,0,4,leg,,,work,10849,,
41565,,0,5,activity,home,13.603,othmaint,10849,423635.7704898939,4547513.566447464
41565,car,0,6,leg,,,othmaint,10849,,
41565,,0,7,activity,othmaint,16.298,othmaint,10849,419750.6231089175,4560196.169583341
41565,car,0,8,leg,,,othmaint,10849,,
41565,,0,9,activity,home,,othmaint,10849,424317.4196768569,4545721.931227802
48270,,0,1,activity,Home,13.105,othmaint,13069,420232.1824861333,4551150.312706224
48270,car,0,2,leg,,,othmaint,13069,,
48270,,0,3,activity,othmaint,15.378,othmaint,13069,418290.6145638887,4563872.013784916
48270,car,0,4,leg,,,othmaint,13069,,
48270,,0,5,activity,home,18.122,othmaint,13069,420429.47442842246,4551455.970116695
48270,walk,0,6,leg,,,othmaint,13069,,
48270,,0,7,activity,othmaint,19.524,othmaint,13069,417628.1248624877,4551032.060467731
48270,walk,0,8,leg,,,othmaint,13069,,
48270,,0,9,activity,home,,othmaint,13069,420232.1824861333,4551150.312706224
48271,,0,1,activity,Home,12.632,othdiscr,13069,420482.930397362,4552025.450555563
48271,hov3_teleportation,0,2,leg,,,othdiscr,13069,,
48271,,0,3,activity,othdiscr,15.305,othdiscr,13069,418454.70898787066,4568826.060767875
48271,hov3,0,4,leg,,,othdiscr,13069,,
48271,,0,5,activity,eatout,15.475,othdiscr,13069,411355.0720584424,4555349.929089776
48271,hov3,0,6,leg,,,othdiscr,13069,,
48271,,0,7,activity,home,,othdiscr,13069,420482.930397362,4552025.450555563
48272,,0,1,activity,Home,7.149,work,13069,420453.4654302719,4551334.332593935
48272,car,0,2,leg,,,work,13069,,
48272,,0,3,activity,work,16.988,work,13069,427004.20495572983,4526985.994403402
48272,car,0,4,leg,,,work,13069,,
48272,,0,5,activity,home,,work,13069,420453.4654302719,4551334.332593935
49070,,0,1,activity,Home,7.884,work,13314,420414.8293469621,4551685.2128914585
49070,car,0,2,leg,,,work,13314,,
49070,,0,3,activity,work,12.779,atwork,13314,416938.8806264117,4552021.31336361
49070,walk,0,4,leg,,,atwork,13314,,
49070,,0,5,activity,atwork,13.035,atwork,13314,417422.2101475917,4551597.169458926
49070,walk,0,6,leg,,,atwork,13314,,
49070,,0,7,activity,work,23.776,work,13314,418463.68344169966,4551962.511937103
49070,car,0,8,leg,,,work,13314,,
49070,,0,9,activity,home,,work,13314,420414.8293469621,4551685.2128914585
49071,,0,1,activity,Home,8.459,work,13314,420138.2506765619,4550869.245249912
49071,car,0,2,leg,,,work,13314,,
49071,,0,3,activity,escort,8.837,work,13314,410184.1812197922,4552904.521019028
49071,car,0,4,leg,,,work,13314,,
49071,,0,5,activity,work,21.856,work,13314,426570.6036859972,4527229.243258306
49071,car,0,6,leg,,,work,13314,,
49071,,0,7,activity,home,,work,13314,420138.2506765619,4550869.245249912
49072,,0,1,activity,Home,7.427,school,13314,420838.0918039684,4550707.636141399
49072,hov2,0,2,leg,,,school,13314,,
49072,,0,3,activity,school,15.121,school,13314,425657.97476537526,4528378.849283445
49072,walk,0,4,leg,,,school,13314,,
49072,,0,5,activity,escort,15.345,school,13314,425573.09909960855,4528697.235070253
49072,hov2_teleportation,0,6,leg,,,school,13314,,
49072,,0,7,activity,escort,15.487,school,13314,424765.3502132001,4526490.867351428
49072,hov2_teleportation,0,8,leg,,,school,13314,,
49072,,0,9,activity,home,,school,13314,420838.0918039684,4550707.636141399
49073,,0,1,activity,Home,14.284,school,13314,420840.4996204986,4550999.3714521695
49073,hov2_teleportation,0,2,leg,,,school,13314,,
49073,,0,3,activity,school,17.685,school,13314,415722.6649424385,4551654.612535728
49073,hov2,0,4,leg,,,school,13314,,
49073,,0,5,activity,home,,school,13314,420840.4996204986,4550999.3714521695
49074,,0,1,activity,Home,7.982,school,13314,419824.8551380662,4551883.276167283
49074,hov2,0,2,leg,,,school,13314,,
49074,,0,3,activity,school,17.313,school,13314,421561.8320723256,4556223.4187002415
49074,hov2_teleportation,0,4,leg,,,school,13314,,
49074,,0,5,activity,home,,school,13314,419824.8551380662,4551883.276167283
51568,,0,1,activity,Home,7.291,othmaint,14075,423634.8486955042,4552926.752309928
51568,car,0,2,leg,,,othmaint,14075,,
51568,,0,3,activity,othmaint,10.205,othmaint,14075,423842.1266841903,4537187.588813086
51568,ride_hail,0,4,leg,,,othmaint,14075,,
51568,,0,5,activity,shopping,10.27,othmaint,14075,423357.65277211857,4537289.092952497
51568,ride_hail,0,6,leg,,,othmaint,14075,,
51568,,0,7,activity,escort,10.405,othmaint,14075,422716.1280153588,4548448.013248747
51568,car,0,8,leg,,,othmaint,14075,,
51568,,0,9,activity,home,,othmaint,14075,423634.8486955042,4552926.752309928
51569,,0,1,activity,Home,7.373,othmaint,14075,423053.8524050637,4552615.906718237
51569,car,0,2,leg,,,othmaint,14075,,
51569,,0,3,activity,othmaint,10.107,othmaint,14075,421988.0253123458,4548185.078790108
51569,car,0,4,leg,,,othmaint,14075,,
51569,,0,5,activity,home,,othmaint,14075,423053.8524050637,4552615.906718237
51570,,0,1,activity,Home,7.289,work,14075,423106.8342475984,4552915.606373661
51570,car,0,2,leg,,,work,14075,,
51570,,0,3,activity,work,11.83,atwork,14075,425329.23609209066,4537802.866230836
51570,walk,0,4,leg,,,atwork,14075,,
51570,,0,5,activity,atwork,13.377,atwork,14075,425753.0125375845,4537790.20456853
51570,walk,0,6,leg,,,atwork,14075,,
51570,,0,7,activity,work,16.433,work,14075,424726.50315226463,4537066.5869632615
51570,car,0,8,leg,,,work,14075,,
51570,,0,9,activity,home,,work,14075,423106.8342475984,4552915.606373661
67923,,0,1,activity,Home,5.323,work,19338,411886.3877793237,4554654.918634053
67923,car,0,2,leg,,,work,19338,,
67923,,0,3,activity,escort,5.652,work,19338,421097.5973395491,4559284.498116851
67923,car,0,4,leg,,,work,19338,,
67923,,0,5,activity,escort,5.852,work,19338,409955.8457252746,4555590.437125473
67923,car,0,6,leg,,,work,19338,,
67923,,0,7,activity,work,10.503,atwork,19338,416455.3485390927,4563243.405203034
67923,walk,0,8,leg,,,atwork,19338,,
67923,,0,9,activity,work,10.591,atwork,19338,417533.767246473,4564247.998990369
67923,walk,0,10,leg,,,atwork,19338,,
67923,,0,11,activity,atwork,16.733,atwork,19338,418202.78405298735,4565084.710396397
67923,walk,0,12,leg,,,atwork,19338,,
67923,,0,13,activity,work,17.358,work,19338,416419.0239184957,4562646.853080205
67923,car,0,14,leg,,,work,19338,,
67923,,0,15,activity,home,,work,19338,411886.3877793237,4554654.918634053
67924,,0,1,activity,Home,7.495,work,19338,411757.78547035326,4554136.598508659
67924,drive_transit,0,2,leg,,,work,19338,,
67924,,0,3,activity,work,18.478,work,19338,429146.5635891707,4512526.880838687
67924,drive_transit,0,4,leg,,,work,19338,,
67924,,0,5,activity,home,,work,19338,411757.78547035326,4554136.598508659
67926,,0,1,activity,Home,10.29,eatout,19338,411524.7658714496,4554689.79561445
67926,hov2_teleportation,0,2,leg,,,eatout,19338,,
67926,,0,3,activity,eatout,10.968,eatout,19338,424799.5098476494,4527133.605291609
67926,hov2,0,4,leg,,,eatout,19338,,
67926,,0,5,activity,home,12.579,othdiscr,19338,411999.85013027454,4554088.52082457
67926,hov2,0,6,leg,,,othdiscr,19338,,
67926,,0,7,activity,othdiscr,13.881,othdiscr,19338,421068.01671489264,4541394.112770585
67926,hov2_teleportation,0,8,leg,,,othdiscr,19338,,
67926,,0,9,activity,home,17.923,othmaint,19338,411797.0809486776,4554663.089559488
67926,car,0,10,leg,,,othmaint,19338,,
67926,,0,11,activity,othmaint,17.925,othmaint,19338,418003.42015078064,4552003.258206964
67926,car,0,12,leg,,,othmaint,19338,,
67926,,0,13,activity,home,,othmaint,19338,411524.7658714496,4554689.79561445
67927,,0,1,activity,Home,9.695,work,19338,411735.4603823426,4554166.149953575
67927,car,0,2,leg,,,work,19338,,
67927,,0,3,activity,work,14.19,atwork,19338,415476.01076812367,4559037.006371178
67927,walk,0,4,leg,,,atwork,19338,,
67927,,0,5,activity,atwork,14.797,atwork,19338,418164.1124378052,4560662.618115642
67927,walk,0,6,leg,,,atwork,19338,,
67927,,0,7,activity,work,20.975,work,19338,415589.3849336575,4559245.611255936
67927,car,0,8,leg,,,work,19338,,
67927,,0,9,activity,home,,work,19338,411735.4603823426,4554166.149953575
76965,,0,1,activity,Home,9.83,work,22193,412089.1387736929,4551625.729988942
76965,car,0,2,leg,,,work,22193,,
76965,,0,3,activity,work,19.365,work,22193,421058.097443124,4561742.453579809
76965,car,0,4,leg,,,work,22193,,
76965,,0,5,activity,home,,work,22193,412089.1387736929,4551625.729988942
77678,,0,1,activity,Home,15.988,work,22432,410713.39686548954,4551636.396071493
77678,car,0,2,leg,,,work,22432,,
77678,,0,3,activity,work,20.53,work,22432,418431.5663654108,4563027.216402819
77678,car,0,4,leg,,,work,22432,,
77678,,0,5,activity,home,,work,22432,410713.39686548954,4551636.396071493
77679,,0,1,activity,Home,10.749,shopping,22432,411706.8128760704,4552077.516589869
77679,car,0,2,leg,,,shopping,22432,,
77679,,0,3,activity,shopping,10.842,shopping,22432,416567.1449000101,4549501.979304705
77679,car,0,4,leg,,,shopping,22432,,
77679,,0,5,activity,home,14.702,othdiscr,22432,410837.89261819934,4551673.848920384
77679,hov2_teleportation,0,6,leg,,,othdiscr,22432,,
77679,,0,7,activity,othdiscr,17.709,othdiscr,22432,422038.3300958437,4522334.275398982
77679,car,0,8,leg,,,othdiscr,22432,,
77679,,0,9,activity,home,,othdiscr,22432,411706.8128760704,4552077.516589869
77680,,0,1,activity,Home,6.226,school,22432,411370.2305017207,4552197.756930206
77680,hov3_teleportation,0,2,leg,,,school,22432,,
77680,,0,3,activity,othdiscr,7.226,school,22432,420952.9755779247,4555977.701996283
77680,hov3,0,4,leg,,,school,22432,,
77680,,0,5,activity,escort,7.752,school,22432,409630.6333183536,4553080.105138344
77680,hov3_teleportation,0,6,leg,,,school,22432,,
77680,,0,7,activity,school,14.652,school,22432,409881.9947011725,4552597.583918144
77680,hov3_teleportation,0,8,leg,,,school,22432,,
77680,,0,9,activity,othmaint,19.498,school,22432,413400.4203424898,4556036.852451834
77680,hov3_teleportation,0,10,leg,,,school,22432,,
77680,,0,11,activity,home,,school,22432,411370.2305017207,4552197.756930206
80620,,0,1,activity,Home,5.936,work,23364,413608.91001021175,4551950.15128588
80620,drive_transit,0,2,leg,,,work,23364,,
80620,,0,3,activity,work,16.601,work,23364,425456.0686630539,4507912.143915259
80620,drive_transit,0,4,leg,,,work,23364,,
80620,,0,5,activity,home,,work,23364,413608.91001021175,4551950.15128588
80621,,0,1,activity,Home,17.621,escort,23364,413649.1639943071,4551808.7651059
80621,hov2,0,2,leg,,,escort,23364,,
80621,,0,3,activity,escort,18.686,escort,23364,420540.0607598684,4560393.314394739
80621,hov2_teleportation,0,4,leg,,,escort,23364,,
80621,,0,5,activity,home,,escort,23364,413649.1639943071,4551808.7651059
80622,,0,1,activity,Home,7.11,school,23364,413836.9183648096,4551700.399507552
80622,hov2_teleportation,0,2,leg,,,school,23364,,
80622,,0,3,activity,school,13.244,school,23364,409256.911219766,4552681.016985931
80622,hov3_teleportation,0,4,leg,,,school,23364,,
80622,,0,5,activity,home,,school,23364,413836.9183648096,4551700.399507552
87547,,0,1,activity,Home,15.157,shopping,25435,411183.81054232136,4550798.789436351
87547,walk_transit,0,2,leg,,,shopping,25435,,
87547,,0,3,activity,shopping,15.819,shopping,25435,419638.1157712304,4562981.413708862
87547,walk_transit,0,4,leg,,,shopping,25435,,
87547,,0,5,activity,home,,shopping,25435,411183.81054232136,4550798.789436351
87548,,0,1,activity,Home,7.546,work,25435,411959.1097141444,4549738.213620389
87548,walk_transit,0,2,leg,,,work,25435,,
87548,,0,3,activity,work,17.271,work,25435,420356.1595742304,4560267.969746055
87548,walk_transit,0,4,leg,,,work,25435,,
87548,,0,5,activity,home,,work,25435,411959.1097141444,4549738.213620389
88119,,0,1,activity,Home,6.128,work,25590,411966.6105460362,4549856.15176246
88119,hov3,0,2,leg,,,work,25590,,
88119,,0,3,activity,work,13.08,work,25590,424463.3441082489,4484222.015760472
88119,hov3_teleportation,0,4,leg,,,work,25590,,
88119,,0,5,activity,shopping,13.781,work,25590,423629.9257947423,4513440.80884586
88119,hov3,0,6,leg,,,work,25590,,
88119,,0,7,activity,home,16.442,shopping,25590,412095.47275976767,4550614.601094684
88119,ride_hail,0,8,leg,,,shopping,25590,,
88119,,0,9,activity,shopping,16.599,shopping,25590,415026.0081704059,4551021.007131645
88119,car,0,10,leg,,,shopping,25590,,
88119,,0,11,activity,home,,shopping,25590,411966.6105460362,4549856.15176246
88120,,0,1,activity,Home,9.264,escort,25590,410879.2557862537,4549704.170089458
88120,hov3_teleportation,0,2,leg,,,escort,25590,,
88120,,0,3,activity,escort,9.599,escort,25590,409755.73412819527,4549631.903315983
88120,hov3_teleportation,0,4,leg,,,escort,25590,,
88120,,0,5,activity,home,12.914,escort,25590,410667.9876820573,4550162.840158962
88120,hov2,0,6,leg,,,escort,25590,,
88120,,0,7,activity,escort,13.074,escort,25590,411581.94935406744,4550336.860779048
88120,hov2,0,8,leg,,,escort,25590,,
88120,,0,9,activity,home,14.522,shopping,25590,411387.2362377419,4549858.768931086
88120,hov2,0,10,leg,,,shopping,25590,,
88120,,0,11,activity,social,15.515,shopping,25590,418041.3344536817,4549334.447028619
88120,hov2_teleportation,0,12,leg,,,shopping,25590,,
88120,,0,13,activity,shopping,16.037,shopping,25590,421240.49243795674,4543847.074584389
88120,hov2,0,14,leg,,,shopping,25590,,
88120,,0,15,activity,escort,16.526,shopping,25590,417429.0952578937,4548505.94042351
88120,hov2,0,16,leg,,,shopping,25590,,
88120,,0,17,activity,shopping,16.565,shopping,25590,417522.1133524579,4548487.283519666
88120,hov2,0,18,leg,,,shopping,25590,,
88120,,0,19,activity,home,,shopping,25590,410879.2557862537,4549704.170089458
88468,,0,1,activity,Home,12.624,othdiscr,25680,411598.63571515464,4549693.460200037
88468,walk_transit,0,2,leg,,,othdiscr,25680,,
88468,,0,3,activity,othdiscr,15.122,othdiscr,25680,417582.1989922955,4552488.522883542
88468,walk_transit,0,4,leg,,,othdiscr,25680,,
88468,,0,5,activity,home,16.345,othdiscr,25680,411958.48350032064,4550390.157116651
88468,walk_transit,0,6,leg,,,othdiscr,25680,,
88468,,0,7,activity,othdiscr,18.041,othdiscr,25680,413967.9171995029,4549386.28145828
88468,walk_transit,0,8,leg,,,othdiscr,25680,,
88468,,0,9,activity,home,,othdiscr,25680,411598.63571515464,4549693.460200037
88469,,0,1,activity,Home,7.024,school,25680,411614.373915175,4549440.745588578
88469,walk_transit,0,2,leg,,,school,25680,,
88469,,0,3,activity,school,15.268,school,25680,415404.8522720056,4550168.944737239
88469,walk_transit,0,4,leg,,,school,25680,,
88469,,0,5,activity,shopping,15.993,school,25680,419449.2737500308,4567982.30921024
88469,walk_transit,0,6,leg,,,school,25680,,
88469,,0,7,activity,othmaint,16.233,school,25680,417008.8100449701,4551229.207790967
88469,walk_transit,0,8,leg,,,school,25680,,
88469,,0,9,activity,home,,school,25680,411614.373915175,4549440.745588578
94725,,0,1,activity,Home,14.736,othdiscr,27851,415389.036637349,4550599.20394991
94725,walk,0,2,leg,,,othdiscr,27851,,
94725,,0,3,activity,othdiscr,16.828,othdiscr,27851,414509.72241822735,4550899.647070827
94725,walk,0,4,leg,,,othdiscr,27851,,
94725,,0,5,activity,home,,othdiscr,27851,415389.036637349,4550599.20394991
101500,,0,1,activity,Home,12.709,escort,30113,416078.55990669393,4548360.712123397
101500,hov3_teleportation,0,2,leg,,,escort,30113,,
101500,,0,3,activity,escort,13.79,escort,30113,417399.8364937644,4546807.618702485
101500,hov2_teleportation,0,4,leg,,,escort,30113,,
101500,,0,5,activity,home,15.948,escort,30113,415903.97114079585,4548919.150583803
101500,hov3_teleportation,0,6,leg,,,escort,30113,,
101500,,0,7,activity,escort,16.718,escort,30113,418336.79070783,4564188.0226889895
101500,hov3,0,8,leg,,,escort,30113,,
101500,,0,9,activity,home,,escort,30113,416078.55990669393,4548360.712123397
101501,,0,1,activity,Home,8.283,school,30113,416474.1573551469,4548452.061909905
101501,hov3_teleportation,0,2,leg,,,school,30113,,
101501,,0,3,activity,school,16.142,school,30113,419539.13383556914,4546581.568278151
101501,car,0,4,leg,,,school,30113,,
101501,,0,5,activity,home,17.739,school,30113,415623.24141349073,4549085.588879998
101501,car,0,6,leg,,,school,30113,,
101501,,0,7,activity,school,18.162,school,30113,419245.4057547018,4546235.334183218
101501,car,0,8,leg,,,school,30113,,
101501,,0,9,activity,eatout,18.36,school,30113,419196.80229205766,4546673.9651741935
101501,car,0,10,leg,,,school,30113,,
101501,,0,11,activity,escort,18.383,school,30113,420775.103559247,4539678.126195374
101501,car,0,12,leg,,,school,30113,,
101501,,0,13,activity,eatout,18.554,school,30113,418290.2725783055,4561047.63466722
101501,car,0,14,leg,,,school,30113,,
101501,,0,15,activity,home,18.709,shopping,30113,415486.89380141406,4548941.823217132
101501,ride_hail,0,16,leg,,,shopping,30113,,
101501,,0,17,activity,othdiscr,18.763,shopping,30113,419436.3790004717,4547363.995957906
101501,car,0,18,leg,,,shopping,30113,,
101501,,0,19,activity,shopping,18.99,shopping,30113,419408.1468792565,4545325.814691204
101501,ride_hail_pooled,0,20,leg,,,shopping,30113,,
101501,,0,21,activity,home,,shopping,30113,416474.1573551469,4548452.061909905
101502,,0,1,activity,Home,6.614,school,30113,416702.9198242851,4547882.817713206
101502,hov3_teleportation,0,2,leg,,,school,30113,,
101502,,0,3,activity,school,15.223,school,30113,418417.5844495814,4564344.693494734
101502,hov3,0,4,leg,,,school,30113,,
101502,,0,5,activity,othmaint,15.937,school,30113,426848.6833703092,4526658.199689986
101502,hov3_teleportation,0,6,leg,,,school,30113,,
101502,,0,7,activity,home,,school,30113,416702.9198242851,4547882.817713206
101503,,0,1,activity,Home,8.839,school,30113,416181.78585422935,4548538.042318964
101503,hov3_teleportation,0,2,leg,,,school,30113,,
101503,,0,3,activity,school,15.476,school,30113,414235.904306538,4546031.033528017
101503,hov3_teleportation,0,4,leg,,,school,30113,,
101503,,0,5,activity,home,,school,30113,416181.78585422935,4548538.042318964
101504,,0,1,activity,Home,8.637,school,30113,416871.2694631369,4547930.738365092
101504,hov3_teleportation,0,2,leg,,,school,30113,,
101504,,0,3,activity,school,11.284,school,30113,416541.0323112731,4550193.919749394
101504,hov3_teleportation,0,4,leg,,,school,30113,,
101504,,0,5,activity,home,,school,30113,416871.2694631369,4547930.738365092
102853,,0,1,activity,Home,9.591,work,30545,416294.0710754992,4548460.860883327
102853,car,0,2,leg,,,work,30545,,
102853,,0,3,activity,eatout,10.643,work,30545,419549.3521249096,4546611.698239253
102853,walk,0,4,leg,,,work,30545,,
102853,,0,5,activity,social,11.121,work,30545,420269.4398977236,4549955.531057473
102853,car,0,6,leg,,,work,30545,,
102853,,0,7,activity,work,16.359,work,30545,425947.82814989006,4526633.97133341
102853,car,0,8,leg,,,work,30545,,
102853,,0,9,activity,shopping,17.35,work,30545,417622.6931482784,4546761.994925674
102853,car,0,10,leg,,,work,30545,,
102853,,0,11,activity,home,,work,30545,416294.0710754992,4548460.860883327
102854,,0,1,activity,Home,9.302,work,30545,415923.92482348974,4548476.471123217
102854,car,0,2,leg,,,work,30545,,
102854,,0,3,activity,eatout,10.582,work,30545,417596.1185828224,4547124.677500776
102854,car,0,4,leg,,,work,30545,,
102854,,0,5,activity,work,12.714,atwork,30545,425242.0151945376,4536529.840028685
102854,walk,0,6,leg,,,atwork,30545,,
102854,,0,7,activity,atwork,13.923,atwork,30545,425464.33403787145,4537322.892801597
102854,walk,0,8,leg,,,atwork,30545,,
102854,,0,9,activity,work,14.798,atwork,30545,424971.8853282527,4536364.524740542
102854,walk,0,10,leg,,,atwork,30545,,
102854,,0,11,activity,atwork,15.15,atwork,30545,425291.6897403565,4537823.292898369
102854,walk,0,12,leg,,,atwork,30545,,
102854,,0,13,activity,work,22.728,work,30545,424997.7657482976,4536350.406894155
102854,car,0,14,leg,,,work,30545,,
102854,,0,15,activity,social,22.827,work,30545,413899.8380230558,4557692.698071911
102854,car,0,16,leg,,,work,30545,,
102854,,0,17,activity,escort,22.985,work,30545,416686.0621440025,4549154.847494947
102854,car,0,18,leg,,,work,30545,,
102854,,0,19,activity,home,,work,30545,415923.92482348974,4548476.471123217
102855,,0,1,activity,Home,7.481,univ,30545,417024.2349707382,4547881.401539743
102855,hov2,0,2,leg,,,univ,30545,,
102855,,0,3,activity,univ,14.072,univ,30545,420575.51694520446,4560094.703564166
102855,car,0,4,leg,,,univ,30545,,
