personId,legMode,planIndex,planElementIndex,planElementType,activityType,activityEndTime,primaryPurpose,householdId,activityLocationX,activityLocationY
429860,walk_transit,0,6,leg,,,school,153011,,
429860,,0,7,activity,home,,school,153011,426928.41657405824,4509681.528762952
433677,,0,1,activity,Home,6.243,work,154667,427854.1705207272,4509747.931499478
433677,car,0,2,leg,,,work,154667,,
433677,,0,3,activity,work,14.02,atwork,154667,415019.7053471428,4505083.374884307
433677,hov3_teleportation,0,4,leg,,,atwork,154667,,
433677,,0,5,activity,atwork,14.325,atwork,154667,421951.60034881544,4506285.400414449
433677,hov3_teleportation,0,6,leg,,,atwork,154667,,
433677,,0,7,activity,work,21.449,work,154667,414437.29289110145,4504909.107197239
433677,car,0,8,leg,,,work,154667,,
433677,,0,9,activity,othdiscr,22.636,work,154667,428976.6141527583,4512559.901260873
433677,car,0,10,leg,,,work,154667,,
433677,,0,11,activity,home,,work,154667,427854.1705207272,4509747.931499478
433678,,0,1,activity,Home,8.811,eatout,154667,427810.4441158664,4510318.918505092
433678,hov2,0,2,leg,,,eatout,154667,,
433678,,0,3,activity,eatout,12.076,eatout,154667,425394.9426534388,4509018.992583787
433678,hov2_teleportation,0,4,leg,,,eatout,154667,,
433678,,0,5,activity,shopping,12.405,eatout,154667,423830.8627037916,4506317.79843058
433678,hov2_teleportation,0,6,leg,,,eatout,154667,,
433678,,0,7,activity,home,17.365,eatout,154667,427589.04559466103,4509874.099710913
433678,car,0,8,leg,,,eatout,154667,,
433678,,0,9,activity,eatout,17.835,eatout,154667,424592.37482701207,4500260.019580304
433678,car,0,10,leg,,,eatout,154667,,
433678,,0,11,activity,home,,eatout,154667,427810.4441158664,4510318.918505092
433679,,0,1,activity,Home,8.076,school,154667,427678.64065594645,4509839.423662562
433679,car,0,2,leg,,,school,154667,,
433679,,0,3,activity,school,15.063,school,154667,427044.08215263434,4511460.098377135
433679,car,0,4,leg,,,school,154667,,
433679,,0,5,activity,home,,school,154667,427678.64065594645,4509839.423662562
433680,,0,1,activity,Home,6.156,school,154667,427868.6544070721,4509874.286888728
433680,hov3_teleportation,0,2,leg,,,school,154667,,
433680,,0,3,activity,school,10.318,school,154667,427765.79056269093,4511415.459971082
433680,car,0,4,leg,,,school,154667,,
433680,,0,5,activity,home,18.224,school,154667,427533.7448734918,4509936.428127841
433680,car,0,6,leg,,,school,154667,,
433680,,0,7,activity,escort,18.784,school,154667,429438.9683993096,4513495.22044986
433680,car,0,8,leg,,,school,154667,,
433680,,0,9,activity,school,21.47,school,154667,427699.84333301906,4511513.912314752
433680,hov3,0,10,leg,,,school,154667,,
433680,,0,11,activity,home,,school,154667,427868.6544070721,4509874.286888728
434609,,0,1,activity,Home,11.537,shopping,155105,426728.07796202536,4511293.003779703
434609,car,0,2,leg,,,shopping,155105,,
434609,,0,3,activity,shopping,13.287,shopping,155105,413763.94388368743,4503965.419340881
434609,car,0,4,leg,,,shopping,155105,,
434609,,0,5,activity,eatout,13.57,shopping,155105,424854.7420978659,4502816.542896035
434609,ride_hail_pooled,0,6,leg,,,shopping,155105,,
434609,,0,7,activity,home,,shopping,155105,426728.07796202536,4511293.003779703
434610,,0,1,activity,Home,7.905,work,155105,426779.5709694409,4510836.466572243
434610,walk,0,2,leg,,,work,155105,,
434610,,0,3,activity,work,16.128,work,155105,423953.1026349042,4508474.258118431
434610,walk,0,4,leg,,,work,155105,,
434610,,0,5,activity,home,17.578,eatout,155105,426590.0761543848,4510901.259689546
434610,walk,0,6,leg,,,eatout,155105,,
434610,,0,7,activity,eatout,20.126,eatout,155105,424517.55062514264,4506229.21106054
434610,walk,0,8,leg,,,eatout,155105,,
434610,,0,9,activity,home,,eatout,155105,426779.5709694409,4510836.466572243
443325,,0,1,activity,Home,6.96,work,158681,428268.76509702025,4508901.712260812
443325,car,0,2,leg,,,work,158681,,
443325,,0,3,activity,work,14.261,work,158681,425761.3231549534,4509501.019650695
443325,car,0,4,leg,,,work,158681,,
443325,,0,5,activity,home,,work,158681,428268.76509702025,4508901.712260812
443326,,0,1,activity,Home,6.351,othmaint,158681,428066.9189593849,4508853.4518242525
443326,walk,0,2,leg,,,othmaint,158681,,
443326,,0,3,activity,othmaint,6.595,othmaint,158681,431395.13855510857,4508027.803186879
443326,walk,0,4,leg,,,othmaint,158681,,
443326,,0,5,activity,home,8.655,work,158681,428267.9453800826,4509056.213499601
443326,car,0,6,leg,,,work,158681,,
443326,,0,7,activity,work,16.696,work,158681,420201.9153770518,4508000.979525362
443326,car,0,8,leg,,,work,158681,,
443326,,0,9,activity,othdiscr,17.729,work,158681,413237.26568143535,4505570.897674098
443326,car,0,10,leg,,,work,158681,,
443326,,0,11,activity,home,18.063,othmaint,158681,428122.2794370536,4509425.06350843
443326,walk,0,12,leg,,,othmaint,158681,,
443326,,0,13,activity,othmaint,18.243,othmaint,158681,427172.60290409176,4508057.931444224
443326,walk,0,14,leg,,,othmaint,158681,,
443326,,0,15,activity,home,,othmaint,158681,428066.9189593849,4508853.4518242525
443327,,0,1,activity,Home,11.95,othdiscr,158681,428327.308405607,4509345.831848819
443327,walk,0,2,leg,,,othdiscr,158681,,
443327,,0,3,activity,othdiscr,13.39,othdiscr,158681,429240.6932027334,4509426.1195087135
443327,walk,0,4,leg,,,othdiscr,158681,,
443327,,0,5,activity,home,,othdiscr,158681,428327.308405607,4509345.831848819
444317,,0,1,activity,Home,8.744,work,159109,427979.4576745615,4509264.63781256
444317,car,0,2,leg,,,work,159109,,
444317,,0,3,activity,work,18.538,work,159109,414584.9032239012,4514981.976919988
444317,car,0,4,leg,,,work,159109,,
444317,,0,5,activity,home,,work,159109,427979.4576745615,4509264.63781256
444318,,0,1,activity,Home,6.761,work,159109,428059.4106006879,4509139.1133731855
444318,hov2_teleportation,0,2,leg,,,work,159109,,
444318,,0,3,activity,work,11.721,atwork,159109,408488.0512929364,4505552.79179099
444318,walk,0,4,leg,,,atwork,159109,,
444318,,0,5,activity,atwork,12.052,atwork,159109,409473.582094938,4504877.076503156
444318,walk,0,6,leg,,,atwork,159109,,
444318,,0,7,activity,escort,12.415,atwork,159109,409878.1210008147,4505256.814119661
444318,walk,0,8,leg,,,atwork,159109,,
444318,,0,9,activity,shopping,12.58,atwork,159109,409924.2905966643,4504653.647971549
444318,walk,0,10,leg,,,atwork,159109,,
444318,,0,11,activity,work,18.148,work,159109,407981.23959654174,4505392.9137534555
444318,hov3_teleportation,0,12,leg,,,work,159109,,
444318,,0,13,activity,home,,work,159109,428059.4106006879,4509139.1133731855
444319,,0,1,activity,Home,7.576,school,159109,428264.19528612227,4508997.944132695
444319,car,0,2,leg,,,school,159109,,
444319,,0,3,activity,school,14.345,school,159109,427741.38165586325,4511580.554645374
444319,car,0,4,leg,,,school,159109,,
444319,,0,5,activity,home,15.654,shopping,159109,428306.9517182507,4509510.140563747
444319,car,0,6,leg,,,shopping,159109,,
444319,,0,7,activity,shopping,17.573,shopping,159109,426106.6346590207,4512076.937092283
444319,car,0,8,leg,,,shopping,159109,,
444319,,0,9,activity,home,18.314,shopping,159109,428055.1133947029,4509512.554855973
444319,car,0,10,leg,,,shopping,159109,,
444319,,0,11,activity,shopping,18.759,shopping,159109,424743.6733500145,4507938.5180004
444319,car,0,12,leg,,,shopping,159109,,
444319,,0,13,activity,home,,shopping,159109,428264.19528612227,4508997.944132695
447066,,0,1,activity,Home,7.551,work,160205,429413.4216473347,4508748.399796942
447066,car,0,2,leg,,,work,160205,,
447066,,0,3,activity,work,17.953,work,160205,425249.021160887,4513199.403420678
447066,car,0,4,leg,,,work,160205,,
447066,,0,5,activity,home,,work,160205,429413.4216473347,4508748.399796942
450774,,0,1,activity,Home,8.455,shopping,161562,429474.9010655337,4510051.128411293
450774,walk_transit,0,2,leg,,,shopping,161562,,
450774,,0,3,activity,shopping,10.816,shopping,161562,431111.78374103445,4508059.021972125
450774,walk_transit,0,4,leg,,,shopping,161562,,
450774,,0,5,activity,home,,shopping,161562,429474.9010655337,4510051.128411293
450777,,0,1,activity,Home,11.473,shopping,161562,429493.3877893805,4510068.520514554
450777,walk_transit,0,2,leg,,,shopping,161562,,
450777,,0,3,activity,shopping,11.819,shopping,161562,424407.7986842865,4500959.783689789
450777,walk_transit,0,4,leg,,,shopping,161562,,
450777,,0,5,activity,home,,shopping,161562,429493.3877893805,4510068.520514554
452834,,0,1,activity,Home,8.957,work,162308,428945.44146977784,4510987.007971913
452834,walk,0,2,leg,,,work,162308,,
452834,,0,3,activity,work,18.884,work,162308,431307.1274968785,4507867.075372009
452834,walk,0,4,leg,,,work,162308,,
452834,,0,5,activity,home,,work,162308,428945.44146977784,4510987.007971913
452835,,0,1,activity,Home,8.478,escort,162308,429016.77980902034,4511281.582382431
452835,ride_hail_pooled,0,2,leg,,,escort,162308,,
452835,,0,3,activity,escort,8.87,escort,162308,424109.73634346586,4510191.715603425
452835,walk_transit,0,4,leg,,,escort,162308,,
452835,,0,5,activity,home,9.137,othmaint,162308,429022.6455574815,4510946.770623855
452835,walk,0,6,leg,,,othmaint,162308,,
452835,,0,7,activity,othmaint,11.291,othmaint,162308,429058.7495832131,4512772.690895727
452835,walk,0,8,leg,,,othmaint,162308,,
452835,,0,9,activity,shopping,11.311,othmaint,162308,425933.71352128056,4514071.219793663
452835,walk,0,10,leg,,,othmaint,162308,,
452835,,0,11,activity,home,11.522,escort,162308,429266.06956037733,4511039.632963724
452835,ride_hail,0,12,leg,,,escort,162308,,
452835,,0,13,activity,escort,11.91,escort,162308,427027.8374564203,4511436.680811361
452835,walk_transit,0,14,leg,,,escort,162308,,
452835,,0,15,activity,othmaint,11.963,escort,162308,432496.3309083716,4503253.137833548
452835,ride_hail,0,16,leg,,,escort,162308,,
452835,,0,17,activity,home,18.965,escort,162308,429255.8048716455,4510871.445082363
452835,hov2,0,18,leg,,,escort,162308,,
452835,,0,19,activity,escort,19.096,escort,162308,414723.43946855806,4499111.474903836
452835,hov2,0,20,leg,,,escort,162308,,
452835,,0,21,activity,escort,19.566,escort,162308,408672.1069169871,4505171.161433314
452835,hov2,0,22,leg,,,escort,162308,,
452835,,0,23,activity,home,,escort,162308,429016.77980902034,4511281.582382431
452836,,0,1,activity,Home,9.08,shopping,162308,429232.473346047,4511194.92408615
452836,hov3_teleportation,0,2,leg,,,shopping,162308,,
452836,,0,3,activity,othdiscr,10.707,shopping,162308,413412.7689412137,4505861.80681308
452836,hov3_teleportation,0,4,leg,,,shopping,162308,,
452836,,0,5,activity,shopping,16.75,shopping,162308,412922.7226626044,4498419.2707725605
452836,hov3_teleportation,0,6,leg,,,shopping,162308,,
452836,,0,7,activity,othmaint,16.801,shopping,162308,425327.2249376671,4508095.48738347
452836,hov3_teleportation,0,8,leg,,,shopping,162308,,
452836,,0,9,activity,eatout,16.959,shopping,162308,415598.5790963158,4505773.068687978
452836,hov3_teleportation,0,10,leg,,,shopping,162308,,
452836,,0,11,activity,eatout,16.99,shopping,162308,430186.72361229954,4513552.722334284
452836,hov3,0,12,leg,,,shopping,162308,,
452836,,0,13,activity,home,,shopping,162308,429232.473346047,4511194.92408615
452837,,0,1,activity,Home,9.451,eatout,162308,429278.63322284014,4511292.821124127
452837,hov2_teleportation,0,2,leg,,,eatout,162308,,
452837,,0,3,activity,othdiscr,10.756,eatout,162308,426967.2992823372,4506390.716100517
452837,hov2,0,4,leg,,,eatout,162308,,
452837,,0,5,activity,eatout,10.862,eatout,162308,429801.9753472345,4513235.889871122
452837,hov2_teleportation,0,6,leg,,,eatout,162308,,
452837,,0,7,activity,eatout,13.514,eatout,162308,424047.9487521784,4507985.923897045
452837,hov2,0,8,leg,,,eatout,162308,,
452837,,0,9,activity,home,,eatout,162308,429278.63322284014,4511292.821124127
453791,,0,1,activity,Home,11.4,shopping,162674,429094.36390639335,4510760.73351596
453791,car,0,2,leg,,,shopping,162674,,
453791,,0,3,activity,shopping,11.544,shopping,162674,426256.5438178019,4512383.119961933
453791,car,0,4,leg,,,shopping,162674,,
453791,,0,5,activity,home,,shopping,162674,429094.36390639335,4510760.73351596
453792,,0,1,activity,Home,5.27,work,162674,429003.0644083895,4511241.174361257
453792,walk_transit,0,2,leg,,,work,162674,,
453792,,0,3,activity,work,15.576,work,162674,424488.48091661173,4501222.5286866985
453792,walk_transit,0,4,leg,,,work,162674,,
453792,,0,5,activity,home,,work,162674,429003.0644083895,4511241.174361257
453793,,0,1,activity,Home,8.087,work,162674,429164.8940639493,4511408.216019696
453793,hov2,0,2,leg,,,work,162674,,
453793,,0,3,activity,work,11.658,work,162674,428465.4269867614,4512718.70217825
453793,hov3_teleportation,0,4,leg,,,work,162674,,
453793,,0,5,activity,home,,work,162674,429164.8940639493,4511408.216019696
463216,,0,1,activity,Home,10.227,othdiscr,166660,430865.47345355526,4508202.544312899
463216,walk,0,2,leg,,,othdiscr,166660,,
463216,,0,3,activity,othdiscr,12.314,othdiscr,166660,430418.9106299556,4507481.922906484
463216,walk,0,4,leg,,,othdiscr,166660,,
463216,,0,5,activity,home,12.584,work,166660,430422.8032186832,4508590.873825392
463216,walk,0,6,leg,,,work,166660,,
463216,,0,7,activity,work,13.897,atwork,166660,429347.7942381842,4514421.846487632
463216,walk_transit,0,8,leg,,,atwork,166660,,
463216,,0,9,activity,atwork,13.976,atwork,166660,416803.2665043817,4496043.519918793
463216,walk_transit,0,10,leg,,,atwork,166660,,
463216,,0,11,activity,work,20.951,work,166660,429608.3551320219,4513944.06557102
463216,walk,0,12,leg,,,work,166660,,
463216,,0,13,activity,home,,work,166660,430865.47345355526,4508202.544312899
463217,,0,1,activity,Home,7.3,work,166660,430939.1788550002,4508217.491630049
463217,walk_transit,0,2,leg,,,work,166660,,
463217,,0,3,activity,work,18.434,work,166660,426121.07864116813,4505654.273218983
463217,walk_transit,0,4,leg,,,work,166660,,
463217,,0,5,activity,home,,work,166660,430939.1788550002,4508217.491630049
463608,,0,1,activity,Home,6.106,work,166844,430930.359431547,4508201.214291425
463608,hov2,0,2,leg,,,work,166844,,
463608,,0,3,activity,work,15.727,work,166844,413004.50107295945,4502879.890919951
463608,car,0,4,leg,,,work,166844,,
463608,,0,5,activity,home,,work,166844,430930.359431547,4508201.214291425
463609,,0,1,activity,Home,8.418,school,166844,430894.746701375,4508399.669266956
463609,walk,0,2,leg,,,school,166844,,
463609,,0,3,activity,school,17.137,school,166844,429514.16495268454,4511377.127781211
463609,walk,0,4,leg,,,school,166844,,
463609,,0,5,activity,home,,school,166844,430894.746701375,4508399.669266956
463610,,0,1,activity,Home,7.17,work,166844,430556.9698383362,4508500.684952986
463610,hov2,0,2,leg,,,work,166844,,
463610,,0,3,activity,work,11.254,atwork,166844,428719.1400361379,4513654.397637186
463610,walk,0,4,leg,,,atwork,166844,,
463610,,0,5,activity,atwork,11.755,atwork,166844,429233.52488643583,4512766.258277321
463610,walk,0,6,leg,,,atwork,166844,,
463610,,0,7,activity,work,18.361,work,166844,429471.9032088782,4512619.15288337
463610,hov2,0,8,leg,,,work,166844,,
463610,,0,9,activity,home,21.305,othdiscr,166844,431273.5996984469,4508218.604137215
463610,hov2_teleportation,0,10,leg,,,othdiscr,166844,,
463610,,0,11,activity,othdiscr,21.932,othdiscr,166844,422149.20686271915,4507456.991786886
463610,hov2,0,12,leg,,,othdiscr,166844,,
463610,,0,13,activity,home,,othdiscr,166844,430556.9698383362,4508500.684952986
463611,,0,1,activity,Home,7.544,othmaint,166844,431074.7147682352,4508160.013808326
463611,walk_transit,0,2,leg,,,othmaint,166844,,
463611,,0,3,activity,othmaint,13.62,othmaint,166844,425417.01809507824,4505259.678865906
463611,walk_transit,0,4,leg,,,othmaint,166844,,
463611,,0,5,activity,home,,othmaint,166844,431074.7147682352,4508160.013808326
464656,,0,1,activity,Home,12.199,work,167334,431424.3571578493,4507822.911405255
464656,walk,0,2,leg,,,work,167334,,
464656,,0,3,activity,work,22.412,work,167334,432180.35798986285,4511579.500201703
464656,walk,0,4,leg,,,work,167334,,
464656,,0,5,activity,home,,work,167334,431424.3571578493,4507822.911405255
464657,,0,1,activity,Home,5.108,work,167334,431555.8671205314,4507778.9033767795
464657,walk,0,2,leg,,,work,167334,,
464657,,0,3,activity,work,18.068,work,167334,429913.352353891,4513271.480309264
464657,walk,0,4,leg,,,work,167334,,
464657,,0,5,activity,home,,work,167334,431555.8671205314,4507778.9033767795
466687,,0,1,activity,Home,14.312,shopping,168070,433118.1463751242,4504959.235003186
466687,walk,0,2,leg,,,shopping,168070,,
466687,,0,3,activity,shopping,16.613,shopping,168070,426379.5510653567,4506205.789512811
466687,walk,0,4,leg,,,shopping,168070,,
466687,,0,5,activity,home,,shopping,168070,433118.1463751242,4504959.235003186
466689,,0,1,activity,Home,6.569,work,168070,433267.67743332527,4504725.118236519
466689,car,0,2,leg,,,work,168070,,
466689,,0,3,activity,work,13.238,work,168070,424466.160558124,4498661.346882735
466689,car,0,4,leg,,,work,168070,,
466689,,0,5,activity,home,,work,168070,433267.67743332527,4504725.118236519
467124,,0,1,activity,Home,8.893,work,168215,433014.3410571998,4505998.626024432
467124,walk_transit,0,2,leg,,,work,168215,,
467124,,0,3,activity,work,17.538,work,168215,424928.13089705666,4499238.570346012
467124,hov3_teleportation,0,4,leg,,,work,168215,,
467124,,0,5,activity,home,,work,168215,433014.3410571998,4505998.626024432
467125,,0,1,activity,Home,7.95,othmaint,168215,433198.9507812301,4505387.799931454
467125,hov3,0,2,leg,,,othmaint,168215,,
467125,,0,3,activity,othmaint,8.911,othmaint,168215,432022.8732961911,4506469.547049892
467125,hov3_teleportation,0,4,leg,,,othmaint,168215,,
467125,,0,5,activity,othmaint,10.735,othmaint,168215,430079.7938868365,4501521.230033322
467125,hov3_teleportation,0,6,leg,,,othmaint,168215,,
467125,,0,7,activity,home,11.123,shopping,168215,433444.44576480647,4505505.622547629
467125,car,0,8,leg,,,shopping,168215,,
467125,,0,9,activity,othmaint,11.558,shopping,168215,426609.32892355154,4504660.516226519
467125,car,0,10,leg,,,shopping,168215,,
467125,,0,11,activity,shopping,11.852,shopping,168215,432568.4558751684,4506327.471776736
467125,car,0,12,leg,,,shopping,168215,,
467125,,0,13,activity,home,13.49,othdiscr,168215,432704.1973903032,4504709.609975135
467125,hov3,0,14,leg,,,othdiscr,168215,,
467125,,0,15,activity,othdiscr,17.908,othdiscr,168215,427025.25199936365,4512373.601489961
467125,hov3_teleportation,0,16,leg,,,othdiscr,168215,,
467125,,0,17,activity,home,,othdiscr,168215,433198.9507812301,4505387.799931454
467126,,0,1,activity,Home,14.951,work,168215,432922.9303297741,4506146.184533331
467126,car,0,2,leg,,,work,168215,,
467126,,0,3,activity,work,16.058,work,168215,424698.80861974007,4505576.418997741
467126,car,0,4,leg,,,work,168215,,
467126,,0,5,activity,shopping,16.366,work,168215,429250.6871697428,4501860.596486036
467126,car,0,6,leg,,,work,168215,,
467126,,0,7,activity,home,,work,168215,432922.9303297741,4506146.184533331
467127,,0,1,activity,Home,10.395,univ,168215,432992.794784777,4506027.832234937
467127,car,0,2,leg,,,univ,168215,,
467127,,0,3,activity,univ,15.765,univ,168215,420473.2638007703,4502386.83541565
467127,car,0,4,leg,,,univ,168215,,
467127,,0,5,activity,home,,univ,168215,432992.794784777,4506027.832234937
467779,,0,1,activity,Home,13.138,othmaint,168626,424984.6419391135,4513394.523523054
467779,walk_transit,0,2,leg,,,othmaint,168626,,
467779,,0,3,activity,othmaint,13.348,othmaint,168626,423830.1229667209,4513559.021228664
467779,walk_transit,0,4,leg,,,othmaint,168626,,
467779,,0,5,activity,othmaint,14.322,othmaint,168626,429883.76178951,4512671.051590623
467779,walk_transit,0,6,leg,,,othmaint,168626,,
467779,,0,7,activity,home,15.025,othdiscr,168626,424883.844660316,4513382.647322963
467779,hov3_teleportation,0,8,leg,,,othdiscr,168626,,
467779,,0,9,activity,othdiscr,15.121,othdiscr,168626,424563.2384869118,4513592.743239138
467779,hov3_teleportation,0,10,leg,,,othdiscr,168626,,
467779,,0,11,activity,shopping,15.549,othdiscr,168626,421254.5514012525,4500110.722089868
467779,walk_transit,0,12,leg,,,othdiscr,168626,,
467779,,0,13,activity,shopping,15.852,othdiscr,168626,424661.0870001356,4513427.255040914
467779,walk,0,14,leg,,,othdiscr,168626,,
467779,,0,15,activity,home,,othdiscr,168626,424984.6419391135,4513394.523523054
468274,,0,1,activity,Home,7.853,work,168974,425268.49421119265,4513048.8108737
468274,walk,0,2,leg,,,work,168974,,
468274,,0,3,activity,work,20.609,work,168974,424969.1561297626,4513259.720548213
468274,walk_transit,0,4,leg,,,work,168974,,
468274,,0,5,activity,home,,work,168974,425268.49421119265,4513048.8108737
468580,,0,1,activity,Home,5.594,work,169193,424687.97169340873,4512869.015230392
468580,car,0,2,leg,,,work,169193,,
468580,,0,3,activity,work,16.219,work,169193,433421.3170596834,4504168.597727506
468580,car,0,4,leg,,,work,169193,,
468580,,0,5,activity,home,18.118,social,169193,424702.5305035644,4512891.510445734
468580,car,0,6,leg,,,social,169193,,
468580,,0,7,activity,social,19.058,social,169193,428087.8240310902,4513082.465209858
468580,car,0,8,leg,,,social,169193,,
468580,,0,9,activity,home,,social,169193,424687.97169340873,4512869.015230392
469483,,0,1,activity,Home,9.219,othdiscr,169834,423931.06004553934,4512518.227591523
469483,hov3_teleportation,0,2,leg,,,othdiscr,169834,,
469483,,0,3,activity,othdiscr,9.95,othdiscr,169834,425117.06365230144,4513689.627790786
469483,hov3_teleportation,0,4,leg,,,othdiscr,169834,,
469483,,0,5,activity,othdiscr,18.121,othdiscr,169834,425086.1282670482,4511968.57839821
469483,hov3_teleportation,0,6,leg,,,othdiscr,169834,,
469483,,0,7,activity,shopping,18.596,othdiscr,169834,424398.6092770312,4497240.873094637
469483,hov3_teleportation,0,8,leg,,,othdiscr,169834,,
469483,,0,9,activity,home,19.232,eatout,169834,423963.45043908624,4512488.369332023
469483,hov2,0,10,leg,,,eatout,169834,,
469483,,0,11,activity,eatout,21.207,eatout,169834,424836.9312787184,4497390.489874891
469483,hov2_teleportation,0,12,leg,,,eatout,169834,,
469483,,0,13,activity,home,,eatout,169834,423931.06004553934,4512518.227591523
472168,,0,1,activity,Home,8.628,work,171174,428206.12376577273,4514886.304202448
472168,car,0,2,leg,,,work,171174,,
472168,,0,3,activity,escort,9.762,work,171174,420495.0493942826,4499570.623192179
472168,car,0,4,leg,,,work,171174,,
472168,,0,5,activity,work,15.579,work,171174,418126.8955309889,4508780.7262166
472168,car,0,6,leg,,,work,171174,,
472168,,0,7,activity,work,15.809,work,171174,417321.0264144944,4507252.234959347
472168,car,0,8,leg,,,work,171174,,
472168,,0,9,activity,home,,work,171174,428206.12376577273,4514886.304202448
472169,,0,1,activity,Home,6.05,work,171174,427846.8669906286,4514953.27907966
472169,car,0,2,leg,,,work,171174,,
472169,,0,3,activity,work,11.642,atwork,171174,421573.8933729202,4487052.345116796
472169,walk,0,4,leg,,,atwork,171174,,
472169,,0,5,activity,eatout,11.914,atwork,171174,423933.1548757281,4488257.778140208
472169,walk,0,6,leg,,,atwork,171174,,
472169,,0,7,activity,atwork,13.364,atwork,171174,424095.654767956,4488349.781998009
472169,walk,0,8,leg,,,atwork,171174,,
472169,,0,9,activity,work,17.83,work,171174,422243.120177257,4487333.033156229
472169,car,0,10,leg,,,work,171174,,
472169,,0,11,activity,home,,work,171174,427846.8669906286,4514953.27907966
481213,,0,1,activity,Home,6.318,work,174092,415783.96786281734,4506189.410195976
481213,car,0,2,leg,,,work,174092,,
481213,,0,3,activity,work,9.646,atwork,174092,429309.8042039016,4513877.093186976
481213,walk,0,4,leg,,,atwork,174092,,
481213,,0,5,activity,atwork,10.228,atwork,174092,427363.0846245707,4513057.52129061
481213,walk,0,6,leg,,,atwork,174092,,
481213,,0,7,activity,work,16.916,work,174092,429187.88624382904,4514259.269606045
481213,walk,0,8,leg,,,work,174092,,
481213,,0,9,activity,work,17.357,work,174092,429177.28827452427,4512247.482179444
481213,car,0,10,leg,,,work,174092,,
481213,,0,11,activity,home,20.115,othmaint,174092,416093.9066010276,4505918.8389903
481213,ride_hail,0,12,leg,,,othmaint,174092,,
481213,,0,13,activity,othmaint,20.522,othmaint,174092,430324.08406923286,4509690.625952632
481213,ride_hail,0,14,leg,,,othmaint,174092,,
481213,,0,15,activity,home,,othmaint,174092,415783.96786281734,4506189.410195976
481215,,0,1,activity,Home,8.537,school,174092,415701.416175036,4506187.343740714
481215,hov2_teleportation,0,2,leg,,,school,174092,,
481215,,0,3,activity,school,17.429,school,174092,430614.3302925528,4509316.883994464
481215,hov2,0,4,leg,,,school,174092,,
481215,,0,5,activity,home,,school,174092,415701.416175036,4506187.343740714
481216,,0,1,activity,Home,7.448,school,174092,416144.5556518695,4506153.03831801
481216,walk,0,2,leg,,,school,174092,,
481216,,0,3,activity,school,19.13,school,174092,416108.3711951995,4505416.186679807
481216,hov2,0,4,leg,,,school,174092,,
481216,,0,5,activity,eatout,19.527,school,174092,428150.173117878,4512359.257746621
481216,hov2_teleportation,0,6,leg,,,school,174092,,
481216,,0,7,activity,home,21.011,eatout,174092,416582.607810916,4505783.524709349
481216,hov2,0,8,leg,,,eatout,174092,,
481216,,0,9,activity,eatout,21.783,eatout,174092,430223.70943635266,4509977.08779219
481216,hov2,0,10,leg,,,eatout,174092,,
481216,,0,11,activity,home,,eatout,174092,416144.5556518695,4506153.03831801
481217,,0,1,activity,Home,10.761,atwork,174092,413521.4444319659,4509265.90355807
481217,hov3,0,2,leg,,,atwork,174092,,
481217,,0,3,activity,atwork,10.866,work,174092,416544.991431806,4505922.236073986
481217,walk_transit,0,4,leg,,,work,174092,,
481217,,0,5,activity,work,11.173,atwork,174092,419212.34903976886,4504806.935718468
481217,hov3,0,6,leg,,,atwork,174092,,
481217,,0,7,activity,work,17.736,work,174092,414156.7180602314,4509441.425960672
481217,walk_transit,0,8,leg,,,work,174092,,
481217,,0,9,activity,home,,work,174092,413521.4444319659,4509265.90355807
481835,,0,1,activity,Home,11.895,shopping,174313,416411.4342290759,4505957.581591577
481835,ride_hail_pooled,0,2,leg,,,shopping,174313,,
481835,,0,3,activity,shopping,17.013,shopping,174313,425382.4667122215,4503222.773739467
481835,car,0,4,leg,,,shopping,174313,,
481835,,0,5,activity,home,18.625,shopping,174313,415887.1517151744,4506156.0083023
481835,car,0,6,leg,,,shopping,174313,,
481835,,0,7,activity,shopping,19.648,shopping,174313,413068.4709408822,4504470.32364187
481835,ride_hail,0,8,leg,,,shopping,174313,,
481835,,0,9,activity,shopping,19.841,shopping,174313,430482.6247222836,4509678.182229339
481835,car,0,10,leg,,,shopping,174313,,
481835,,0,11,activity,home,,shopping,174313,416411.4342290759,4505957.581591577
481836,,0,1,activity,Home,15.259,escort,174313,416479.7076305334,4505720.545720052
481836,hov2_teleportation,0,2,leg,,,escort,174313,,
481836,,0,3,activity,escort,16.183,escort,174313,424891.2042712973,4510996.671506154
481836,hov3_teleportation,0,4,leg,,,escort,174313,,
481836,,0,5,activity,escort,16.833,escort,174313,429267.3518268271,4510102.103826639
481836,hov2,0,6,leg,,,escort,174313,,
481836,,0,7,activity,home,,escort,174313,416479.7076305334,4505720.545720052
481837,,0,1,activity,Home,14.998,othdiscr,174313,415466.23456090235,4505780.806597426
481837,hov3_teleportation,0,2,leg,,,othdiscr,174313,,
481837,,0,3,activity,shopping,15.66,othdiscr,174313,423726.56201825617,4509452.24667199
481837,hov3_teleportation,0,4,leg,,,othdiscr,174313,,
481837,,0,5,activity,othdiscr,15.691,othdiscr,174313,425974.9904603704,4513269.686283098
481837,car,0,6,leg,,,othdiscr,174313,,
481837,,0,7,activity,home,,othdiscr,174313,415466.23456090235,4505780.806597426
481838,,0,1,activity,Home,8.503,school,174313,416009.88380057627,4506302.485653464
481838,hov2,0,2,leg,,,school,174313,,
